inventory_id,sku,product_name,category,warehouse_id,warehouse_name,region,quantity_available,reserved_quantity,unit_cost,reorder_level,version,updated_at
INV-000053,SKU-0053,Industrial Item 0053,Industrial,WH001,North Warehouse 001,North,743,60,1070.82,29,1,2026-05-24T00:00:00+07:00
INV-000054,SKU-0054,Electronics Item 0054,Electronics,WH001,North Warehouse 001,North,402,69,665.64,117,1,2026-05-24T00:00:00+07:00
INV-000055,SKU-0055,Home Item 0055,Home,WH001,North Warehouse 001,North,375,9,788.05,51,1,2026-05-24T00:00:00+07:00
INV-000056,SKU-0056,Grocery Item 0056,Grocery,WH001,North Warehouse 001,North,510,68,2019.71,61,1,2026-05-24T00:00:00+07:00
INV-000057,SKU-0057,Fashion Item 0057,Fashion,WH001,North Warehouse 001,North,582,7,361.43,70,1,2026-05-24T00:00:00+07:00
INV-000058,SKU-0058,Industrial Item 0058,Industrial,WH001,North Warehouse 001,North,600,18,42.03,36,1,2026-05-24T00:00:00+07:00
INV-000059,SKU-0059,Electronics Item 0059,Electronics,WH001,North Warehouse 001,North,294,19,763.44,107,1,2026-05-24T00:00:00+07:00
INV-000060,SKU-0060,Home Item 0060,Home,WH001,North Warehouse 001,North,754,51,1569.15,58,1,2026-05-24T00:00:00+07:00
INV-000061,SKU-0061,Grocery Item 0061,Grocery,WH001,North Warehouse 001,North,657,46,1402.27,52,1,2026-05-24T00:00:00+07:00
INV-000062,SKU-0062,Fashion Item 0062,Fashion,WH001,North Warehouse 001,North,356,73,998.60,34,1,2026-05-24T00:00:00+07:00
INV-000063,SKU-0063,Industrial Item 0063,Industrial,WH001,North Warehouse 001,North,376,28,1807.61,113,1,2026-05-24T00:00:00+07:00
INV-000064,SKU-0064,Electronics Item 0064,Electronics,WH001,North Warehouse 001,North,696,74,1150.66,62,1,2026-05-24T00:00:00+07:00
INV-000065,SKU-0065,Home Item 0065,Home,WH001,North Warehouse 001,North,219,23,2448.17,65,1,2026-05-24T00:00:00+07:00
INV-000066,SKU-0066,Grocery Item 0066,Grocery,WH001,North Warehouse 001,North,474,2,1301.90,84,1,2026-05-24T00:00:00+07:00
INV-000067,SKU-0067,Fashion Item 0067,Fashion,WH001,North Warehouse 001,North,117,0,1655.68,38,1,2026-05-24T00:00:00+07:00
INV-000068,SKU-0068,Industrial Item 0068,Industrial,WH001,North Warehouse 001,North,145,30,2189.89,41,1,2026-05-24T00:00:00+07:00
INV-000069,SKU-0069,Electronics Item 0069,Electronics,WH001,North Warehouse 001,North,225,52,1966.14,78,1,2026-05-24T00:00:00+07:00
INV-000070,SKU-0070,Home Item 0070,Home,WH001,North Warehouse 001,North,501,24,1739.91,50,1,2026-05-24T00:00:00+07:00
INV-000071,SKU-0071,Grocery Item 0071,Grocery,WH001,North Warehouse 001,North,115,23,218.00,77,1,2026-05-24T00:00:00+07:00
INV-000072,SKU-0072,Fashion Item 0072,Fashion,WH001,North Warehouse 001,North,216,40,514.92,113,1,2026-05-24T00:00:00+07:00
INV-000073,SKU-0073,Industrial Item 0073,Industrial,WH001,North Warehouse 001,North,573,21,174.66,54,1,2026-05-24T00:00:00+07:00
INV-000074,SKU-0074,Electronics Item 0074,Electronics,WH001,North Warehouse 001,North,550,63,2000.78,63,1,2026-05-24T00:00:00+07:00
INV-000075,SKU-0075,Home Item 0075,Home,WH001,North Warehouse 001,North,333,12,860.00,113,1,2026-05-24T00:00:00+07:00
INV-000076,SKU-0076,Grocery Item 0076,Grocery,WH001,North Warehouse 001,North,515,44,1572.25,120,1,2026-05-24T00:00:00+07:00
INV-000077,SKU-0077,Fashion Item 0077,Fashion,WH001,North Warehouse 001,North,214,15,1453.17,115,1,2026-05-24T00:00:00+07:00
INV-000078,SKU-0078,Industrial Item 0078,Industrial,WH001,North Warehouse 001,North,101,10,208.80,51,1,2026-05-24T00:00:00+07:00
INV-000079,SKU-0079,Electronics Item 0079,Electronics,WH001,North Warehouse 001,North,193,45,1272.69,96,1,2026-05-24T00:00:00+07:00
INV-000080,SKU-0080,Home Item 0080,Home,WH001,North Warehouse 001,North,737,32,860.89,116,1,2026-05-24T00:00:00+07:00
INV-000081,SKU-0081,Grocery Item 0081,Grocery,WH001,North Warehouse 001,North,569,12,432.96,75,1,2026-05-24T00:00:00+07:00
INV-000082,SKU-0082,Fashion Item 0082,Fashion,WH001,North Warehouse 001,North,203,44,1654.03,28,1,2026-05-24T00:00:00+07:00
INV-000083,SKU-0083,Industrial Item 0083,Industrial,WH001,North Warehouse 001,North,290,62,1105.24,69,1,2026-05-24T00:00:00+07:00
INV-000084,SKU-0084,Electronics Item 0084,Electronics,WH001,North Warehouse 001,North,650,2,1572.37,69,1,2026-05-24T00:00:00+07:00
INV-000085,SKU-0085,Home Item 0085,Home,WH001,North Warehouse 001,North,691,67,1993.03,75,1,2026-05-24T00:00:00+07:00
INV-000086,SKU-0086,Grocery Item 0086,Grocery,WH001,North Warehouse 001,North,163,31,1827.32,73,1,2026-05-24T00:00:00+07:00
INV-000087,SKU-0087,Fashion Item 0087,Fashion,WH001,North Warehouse 001,North,326,78,128.79,86,1,2026-05-24T00:00:00+07:00
INV-000088,SKU-0088,Industrial Item 0088,Industrial,WH001,North Warehouse 001,North,398,68,1787.33,60,1,2026-05-24T00:00:00+07:00
INV-000089,SKU-0089,Electronics Item 0089,Electronics,WH001,North Warehouse 001,North,533,43,2214.30,103,1,2026-05-24T00:00:00+07:00
INV-000090,SKU-0090,Home Item 0090,Home,WH001,North Warehouse 001,North,491,36,20.34,71,1,2026-05-24T00:00:00+07:00
INV-000091,SKU-0091,Grocery Item 0091,Grocery,WH001,North Warehouse 001,North,614,15,1558.31,62,1,2026-05-24T00:00:00+07:00
INV-000092,SKU-0092,Fashion Item 0092,Fashion,WH001,North Warehouse 001,North,783,46,1467.18,26,1,2026-05-24T00:00:00+07:00
INV-000093,SKU-0093,Industrial Item 0093,Industrial,WH001,North Warehouse 001,North,136,17,788.02,77,1,2026-05-24T00:00:00+07:00
INV-000094,SKU-0094,Electronics Item 0094,Electronics,WH001,North Warehouse 001,North,141,17,319.35,91,1,2026-05-24T00:00:00+07:00
INV-000095,SKU-0095,Home Item 0095,Home,WH001,North Warehouse 001,North,313,69,1083.28,101,1,2026-05-24T00:00:00+07:00
INV-000096,SKU-0096,Grocery Item 0096,Grocery,WH001,North Warehouse 001,North,254,61,1426.47,115,1,2026-05-24T00:00:00+07:00
INV-000097,SKU-0097,Fashion Item 0097,Fashion,WH001,North Warehouse 001,North,443,63,858.34,100,1,2026-05-24T00:00:00+07:00
INV-000098,SKU-0098,Industrial Item 0098,Industrial,WH001,North Warehouse 001,North,156,1,1537.56,112,1,2026-05-24T00:00:00+07:00
INV-000099,SKU-0099,Electronics Item 0099,Electronics,WH001,North Warehouse 001,North,512,32,1720.28,51,1,2026-05-24T00:00:00+07:00
INV-000100,SKU-0100,Home Item 0100,Home,WH001,North Warehouse 001,North,277,52,1523.30,49,1,2026-05-24T00:00:00+07:00
INV-000101,SKU-0101,Grocery Item 0101,Grocery,WH001,North Warehouse 001,North,406,20,2340.88,119,1,2026-05-24T00:00:00+07:00
INV-000102,SKU-0102,Fashion Item 0102,Fashion,WH001,North Warehouse 001,North,241,59,216.94,57,1,2026-05-24T00:00:00+07:00
INV-000103,SKU-0103,Industrial Item 0103,Industrial,WH001,North Warehouse 001,North,116,2,2474.86,33,1,2026-05-24T00:00:00+07:00
INV-000104,SKU-0104,Electronics Item 0104,Electronics,WH001,North Warehouse 001,North,444,23,251.38,51,1,2026-05-24T00:00:00+07:00
INV-000105,SKU-0105,Home Item 0105,Home,WH001,North Warehouse 001,North,581,57,1233.66,64,1,2026-05-24T00:00:00+07:00
INV-000106,SKU-0106,Grocery Item 0106,Grocery,WH001,North Warehouse 001,North,280,51,883.35,31,1,2026-05-24T00:00:00+07:00
INV-000107,SKU-0107,Fashion Item 0107,Fashion,WH001,North Warehouse 001,North,586,58,1142.64,85,1,2026-05-24T00:00:00+07:00
INV-000108,SKU-0108,Industrial Item 0108,Industrial,WH001,North Warehouse 001,North,190,46,2170.59,104,1,2026-05-24T00:00:00+07:00
INV-000109,SKU-0109,Electronics Item 0109,Electronics,WH001,North Warehouse 001,North,692,46,1585.25,98,1,2026-05-24T00:00:00+07:00
INV-000110,SKU-0110,Home Item 0110,Home,WH001,North Warehouse 001,North,697,48,2278.88,48,1,2026-05-24T00:00:00+07:00
INV-000111,SKU-0111,Grocery Item 0111,Grocery,WH001,North Warehouse 001,North,176,38,1885.92,119,1,2026-05-24T00:00:00+07:00
INV-000112,SKU-0112,Fashion Item 0112,Fashion,WH001,North Warehouse 001,North,193,42,619.25,74,1,2026-05-24T00:00:00+07:00
INV-000113,SKU-0113,Industrial Item 0113,Industrial,WH001,North Warehouse 001,North,607,60,1926.57,58,1,2026-05-24T00:00:00+07:00
INV-000114,SKU-0114,Electronics Item 0114,Electronics,WH001,North Warehouse 001,North,424,30,528.94,51,1,2026-05-24T00:00:00+07:00
INV-000115,SKU-0115,Home Item 0115,Home,WH001,North Warehouse 001,North,218,11,1723.37,67,1,2026-05-24T00:00:00+07:00
INV-000116,SKU-0116,Grocery Item 0116,Grocery,WH001,North Warehouse 001,North,128,6,1092.37,35,1,2026-05-24T00:00:00+07:00
INV-000117,SKU-0117,Fashion Item 0117,Fashion,WH001,North Warehouse 001,North,673,8,1400.51,86,1,2026-05-24T00:00:00+07:00
INV-000118,SKU-0118,Industrial Item 0118,Industrial,WH001,North Warehouse 001,North,784,16,1703.63,44,1,2026-05-24T00:00:00+07:00
INV-000119,SKU-0119,Electronics Item 0119,Electronics,WH001,North Warehouse 001,North,553,18,184.10,95,1,2026-05-24T00:00:00+07:00
INV-000120,SKU-0120,Home Item 0120,Home,WH001,North Warehouse 001,North,493,60,1197.23,49,1,2026-05-24T00:00:00+07:00
INV-000121,SKU-0121,Grocery Item 0121,Grocery,WH001,North Warehouse 001,North,557,5,910.89,108,1,2026-05-24T00:00:00+07:00
INV-000122,SKU-0122,Fashion Item 0122,Fashion,WH001,North Warehouse 001,North,623,78,1272.04,30,1,2026-05-24T00:00:00+07:00
INV-000123,SKU-0123,Industrial Item 0123,Industrial,WH001,North Warehouse 001,North,418,31,206.47,120,1,2026-05-24T00:00:00+07:00
INV-000124,SKU-0124,Electronics Item 0124,Electronics,WH001,North Warehouse 001,North,702,13,2486.14,85,1,2026-05-24T00:00:00+07:00
INV-000125,SKU-0125,Home Item 0125,Home,WH001,North Warehouse 001,North,354,64,866.06,64,1,2026-05-24T00:00:00+07:00
INV-000126,SKU-0126,Grocery Item 0126,Grocery,WH001,North Warehouse 001,North,608,37,308.47,113,1,2026-05-24T00:00:00+07:00
INV-000127,SKU-0127,Fashion Item 0127,Fashion,WH001,North Warehouse 001,North,555,80,33.57,35,1,2026-05-24T00:00:00+07:00
INV-000128,SKU-0128,Industrial Item 0128,Industrial,WH001,North Warehouse 001,North,460,2,1838.72,29,1,2026-05-24T00:00:00+07:00
INV-000129,SKU-0129,Electronics Item 0129,Electronics,WH001,North Warehouse 001,North,443,46,2372.68,46,1,2026-05-24T00:00:00+07:00
INV-000130,SKU-0130,Home Item 0130,Home,WH001,North Warehouse 001,North,338,69,1453.85,45,1,2026-05-24T00:00:00+07:00
INV-000131,SKU-0131,Grocery Item 0131,Grocery,WH001,North Warehouse 001,North,536,80,2328.78,94,1,2026-05-24T00:00:00+07:00
INV-000132,SKU-0132,Fashion Item 0132,Fashion,WH001,North Warehouse 001,North,411,63,163.14,108,1,2026-05-24T00:00:00+07:00
INV-000133,SKU-0133,Industrial Item 0133,Industrial,WH001,North Warehouse 001,North,582,79,1067.84,111,1,2026-05-24T00:00:00+07:00
INV-000134,SKU-0134,Electronics Item 0134,Electronics,WH001,North Warehouse 001,North,652,24,1404.31,120,1,2026-05-24T00:00:00+07:00
INV-000135,SKU-0135,Home Item 0135,Home,WH001,North Warehouse 001,North,563,9,935.94,111,1,2026-05-24T00:00:00+07:00
INV-000136,SKU-0136,Grocery Item 0136,Grocery,WH001,North Warehouse 001,North,286,24,330.27,36,1,2026-05-24T00:00:00+07:00
INV-000137,SKU-0137,Fashion Item 0137,Fashion,WH001,North Warehouse 001,North,582,61,2070.41,111,1,2026-05-24T00:00:00+07:00
INV-000138,SKU-0138,Industrial Item 0138,Industrial,WH001,North Warehouse 001,North,126,30,1841.14,47,1,2026-05-24T00:00:00+07:00
INV-000139,SKU-0139,Electronics Item 0139,Electronics,WH001,North Warehouse 001,North,616,22,1684.43,55,1,2026-05-24T00:00:00+07:00
INV-000140,SKU-0140,Home Item 0140,Home,WH001,North Warehouse 001,North,655,68,2378.83,25,1,2026-05-24T00:00:00+07:00
INV-000141,SKU-0141,Grocery Item 0141,Grocery,WH001,North Warehouse 001,North,633,5,2170.60,42,1,2026-05-24T00:00:00+07:00
INV-000142,SKU-0142,Fashion Item 0142,Fashion,WH001,North Warehouse 001,North,564,41,1939.90,92,1,2026-05-24T00:00:00+07:00
INV-000143,SKU-0143,Industrial Item 0143,Industrial,WH001,North Warehouse 001,North,703,66,1082.83,79,1,2026-05-24T00:00:00+07:00
INV-000144,SKU-0144,Electronics Item 0144,Electronics,WH001,North Warehouse 001,North,409,57,1431.62,87,1,2026-05-24T00:00:00+07:00
INV-000145,SKU-0145,Home Item 0145,Home,WH001,North Warehouse 001,North,388,46,2396.92,98,1,2026-05-24T00:00:00+07:00
INV-000146,SKU-0146,Grocery Item 0146,Grocery,WH001,North Warehouse 001,North,390,58,1336.00,34,1,2026-05-24T00:00:00+07:00
INV-000147,SKU-0147,Fashion Item 0147,Fashion,WH001,North Warehouse 001,North,594,10,2209.32,101,1,2026-05-24T00:00:00+07:00
INV-000148,SKU-0148,Industrial Item 0148,Industrial,WH001,North Warehouse 001,North,474,48,2143.07,58,1,2026-05-24T00:00:00+07:00
INV-000149,SKU-0149,Electronics Item 0149,Electronics,WH001,North Warehouse 001,North,121,1,1094.97,107,1,2026-05-24T00:00:00+07:00
INV-000150,SKU-0150,Home Item 0150,Home,WH001,North Warehouse 001,North,377,24,1109.08,97,1,2026-05-24T00:00:00+07:00
INV-000151,SKU-0151,Grocery Item 0151,Grocery,WH001,North Warehouse 001,North,468,5,1766.93,85,1,2026-05-24T00:00:00+07:00
INV-000152,SKU-0152,Fashion Item 0152,Fashion,WH001,North Warehouse 001,North,645,41,307.24,109,1,2026-05-24T00:00:00+07:00
INV-000153,SKU-0153,Industrial Item 0153,Industrial,WH001,North Warehouse 001,North,281,34,580.12,93,1,2026-05-24T00:00:00+07:00
INV-000154,SKU-0154,Electronics Item 0154,Electronics,WH001,North Warehouse 001,North,178,35,347.73,101,1,2026-05-24T00:00:00+07:00
INV-000155,SKU-0155,Home Item 0155,Home,WH001,North Warehouse 001,North,268,41,299.50,119,1,2026-05-24T00:00:00+07:00
INV-000156,SKU-0156,Grocery Item 0156,Grocery,WH001,North Warehouse 001,North,188,7,2389.16,101,1,2026-05-24T00:00:00+07:00
INV-000157,SKU-0157,Fashion Item 0157,Fashion,WH001,North Warehouse 001,North,122,21,2450.43,65,1,2026-05-24T00:00:00+07:00
INV-000158,SKU-0158,Industrial Item 0158,Industrial,WH001,North Warehouse 001,North,322,43,1574.65,28,1,2026-05-24T00:00:00+07:00
INV-000159,SKU-0159,Electronics Item 0159,Electronics,WH001,North Warehouse 001,North,643,9,2323.49,89,1,2026-05-24T00:00:00+07:00
INV-000160,SKU-0160,Home Item 0160,Home,WH001,North Warehouse 001,North,388,18,2306.15,25,1,2026-05-24T00:00:00+07:00
INV-000161,SKU-0161,Grocery Item 0161,Grocery,WH001,North Warehouse 001,North,535,46,1062.65,31,1,2026-05-24T00:00:00+07:00
INV-000162,SKU-0162,Fashion Item 0162,Fashion,WH001,North Warehouse 001,North,402,43,1703.50,78,1,2026-05-24T00:00:00+07:00
INV-000163,SKU-0163,Industrial Item 0163,Industrial,WH001,North Warehouse 001,North,84,21,641.53,31,1,2026-05-24T00:00:00+07:00
INV-000164,SKU-0164,Electronics Item 0164,Electronics,WH001,North Warehouse 001,North,357,77,826.54,109,1,2026-05-24T00:00:00+07:00
INV-000165,SKU-0165,Home Item 0165,Home,WH001,North Warehouse 001,North,564,21,2061.83,50,1,2026-05-24T00:00:00+07:00
INV-000166,SKU-0166,Grocery Item 0166,Grocery,WH001,North Warehouse 001,North,664,63,181.12,100,1,2026-05-24T00:00:00+07:00
INV-000167,SKU-0167,Fashion Item 0167,Fashion,WH001,North Warehouse 001,North,772,13,2413.05,37,1,2026-05-24T00:00:00+07:00
INV-000168,SKU-0168,Industrial Item 0168,Industrial,WH001,North Warehouse 001,North,107,26,1667.92,45,1,2026-05-24T00:00:00+07:00
INV-000169,SKU-0169,Electronics Item 0169,Electronics,WH001,North Warehouse 001,North,378,66,770.27,118,1,2026-05-24T00:00:00+07:00
INV-000170,SKU-0170,Home Item 0170,Home,WH001,North Warehouse 001,North,670,6,707.94,70,1,2026-05-24T00:00:00+07:00
INV-000171,SKU-0171,Grocery Item 0171,Grocery,WH001,North Warehouse 001,North,357,39,1991.80,28,1,2026-05-24T00:00:00+07:00
INV-000172,SKU-0172,Fashion Item 0172,Fashion,WH001,North Warehouse 001,North,518,63,1046.51,86,1,2026-05-24T00:00:00+07:00
INV-000173,SKU-0173,Industrial Item 0173,Industrial,WH001,North Warehouse 001,North,140,27,1613.21,79,1,2026-05-24T00:00:00+07:00
INV-000174,SKU-0174,Electronics Item 0174,Electronics,WH001,North Warehouse 001,North,311,7,1111.96,101,1,2026-05-24T00:00:00+07:00
INV-000175,SKU-0175,Home Item 0175,Home,WH001,North Warehouse 001,North,465,4,485.50,70,1,2026-05-24T00:00:00+07:00
INV-000176,SKU-0176,Grocery Item 0176,Grocery,WH001,North Warehouse 001,North,285,34,955.62,41,1,2026-05-24T00:00:00+07:00
INV-000177,SKU-0177,Fashion Item 0177,Fashion,WH001,North Warehouse 001,North,495,48,1926.23,58,1,2026-05-24T00:00:00+07:00
INV-000178,SKU-0178,Industrial Item 0178,Industrial,WH001,North Warehouse 001,North,164,8,270.65,108,1,2026-05-24T00:00:00+07:00
INV-000179,SKU-0179,Electronics Item 0179,Electronics,WH001,North Warehouse 001,North,728,63,1425.24,35,1,2026-05-24T00:00:00+07:00
INV-000180,SKU-0180,Home Item 0180,Home,WH001,North Warehouse 001,North,374,36,1065.11,80,1,2026-05-24T00:00:00+07:00
INV-000181,SKU-0181,Grocery Item 0181,Grocery,WH001,North Warehouse 001,North,675,79,1905.02,77,1,2026-05-24T00:00:00+07:00
INV-000182,SKU-0182,Fashion Item 0182,Fashion,WH001,North Warehouse 001,North,329,17,2358.68,39,1,2026-05-24T00:00:00+07:00
INV-000183,SKU-0183,Industrial Item 0183,Industrial,WH001,North Warehouse 001,North,709,6,1697.86,33,1,2026-05-24T00:00:00+07:00
INV-000184,SKU-0184,Electronics Item 0184,Electronics,WH001,North Warehouse 001,North,215,14,450.81,99,1,2026-05-24T00:00:00+07:00
INV-000185,SKU-0185,Home Item 0185,Home,WH001,North Warehouse 001,North,303,12,1581.63,114,1,2026-05-24T00:00:00+07:00
INV-000186,SKU-0186,Grocery Item 0186,Grocery,WH001,North Warehouse 001,North,640,62,83.46,59,1,2026-05-24T00:00:00+07:00
INV-000187,SKU-0187,Fashion Item 0187,Fashion,WH001,North Warehouse 001,North,440,65,1254.35,107,1,2026-05-24T00:00:00+07:00
INV-000188,SKU-0188,Industrial Item 0188,Industrial,WH001,North Warehouse 001,North,589,38,1663.63,52,1,2026-05-24T00:00:00+07:00
INV-000189,SKU-0189,Electronics Item 0189,Electronics,WH001,North Warehouse 001,North,568,47,1468.02,60,1,2026-05-24T00:00:00+07:00
INV-000190,SKU-0190,Home Item 0190,Home,WH001,North Warehouse 001,North,263,14,108.25,117,1,2026-05-24T00:00:00+07:00
INV-000191,SKU-0191,Grocery Item 0191,Grocery,WH001,North Warehouse 001,North,332,3,400.70,112,1,2026-05-24T00:00:00+07:00
INV-000192,SKU-0192,Fashion Item 0192,Fashion,WH001,North Warehouse 001,North,120,4,1207.78,82,1,2026-05-24T00:00:00+07:00
INV-000193,SKU-0193,Industrial Item 0193,Industrial,WH001,North Warehouse 001,North,487,52,2197.23,64,1,2026-05-24T00:00:00+07:00
