inventory_id,sku,product_name,category,warehouse_id,warehouse_name,region,quantity_available,reserved_quantity,unit_cost,reorder_level,version,updated_at
INV-003785,SKU-0035,Home Item 0035,Home,WH016,Mekong Warehouse 016,Mekong,667,69,335.37,51,1,2026-05-24T00:00:00+07:00
INV-003786,SKU-0036,Grocery Item 0036,Grocery,WH016,Mekong Warehouse 016,Mekong,784,73,2025.49,39,1,2026-05-24T00:00:00+07:00
INV-003787,SKU-0037,Fashion Item 0037,Fashion,WH016,Mekong Warehouse 016,Mekong,234,46,970.67,55,1,2026-05-24T00:00:00+07:00
INV-003788,SKU-0038,Industrial Item 0038,Industrial,WH016,Mekong Warehouse 016,Mekong,198,41,851.70,49,1,2026-05-24T00:00:00+07:00
INV-003789,SKU-0039,Electronics Item 0039,Electronics,WH016,Mekong Warehouse 016,Mekong,184,24,2420.10,74,1,2026-05-24T00:00:00+07:00
INV-003790,SKU-0040,Home Item 0040,Home,WH016,Mekong Warehouse 016,Mekong,578,26,1134.40,49,1,2026-05-24T00:00:00+07:00
INV-003791,SKU-0041,Grocery Item 0041,Grocery,WH016,Mekong Warehouse 016,Mekong,466,76,749.31,100,1,2026-05-24T00:00:00+07:00
INV-003792,SKU-0042,Fashion Item 0042,Fashion,WH016,Mekong Warehouse 016,Mekong,732,3,1300.64,60,1,2026-05-24T00:00:00+07:00
INV-003793,SKU-0043,Industrial Item 0043,Industrial,WH016,Mekong Warehouse 016,Mekong,587,60,2359.78,44,1,2026-05-24T00:00:00+07:00
INV-003794,SKU-0044,Electronics Item 0044,Electronics,WH016,Mekong Warehouse 016,Mekong,520,38,2115.68,89,1,2026-05-24T00:00:00+07:00
INV-003795,SKU-0045,Home Item 0045,Home,WH016,Mekong Warehouse 016,Mekong,112,15,1992.38,110,1,2026-05-24T00:00:00+07:00
INV-003796,SKU-0046,Grocery Item 0046,Grocery,WH016,Mekong Warehouse 016,Mekong,414,8,518.14,111,1,2026-05-24T00:00:00+07:00
INV-003797,SKU-0047,Fashion Item 0047,Fashion,WH016,Mekong Warehouse 016,Mekong,382,36,1806.71,74,1,2026-05-24T00:00:00+07:00
INV-003798,SKU-0048,Industrial Item 0048,Industrial,WH016,Mekong Warehouse 016,Mekong,332,70,2437.86,101,1,2026-05-24T00:00:00+07:00
INV-003799,SKU-0049,Electronics Item 0049,Electronics,WH016,Mekong Warehouse 016,Mekong,462,11,2258.25,40,1,2026-05-24T00:00:00+07:00
INV-003800,SKU-0050,Home Item 0050,Home,WH016,Mekong Warehouse 016,Mekong,603,65,766.84,71,1,2026-05-24T00:00:00+07:00
INV-003801,SKU-0051,Grocery Item 0051,Grocery,WH016,Mekong Warehouse 016,Mekong,322,6,1347.36,119,1,2026-05-24T00:00:00+07:00
INV-003802,SKU-0052,Fashion Item 0052,Fashion,WH016,Mekong Warehouse 016,Mekong,497,35,1599.26,27,1,2026-05-24T00:00:00+07:00
INV-003803,SKU-0053,Industrial Item 0053,Industrial,WH016,Mekong Warehouse 016,Mekong,665,53,301.71,47,1,2026-05-24T00:00:00+07:00
INV-003804,SKU-0054,Electronics Item 0054,Electronics,WH016,Mekong Warehouse 016,Mekong,734,12,1640.78,68,1,2026-05-24T00:00:00+07:00
INV-003805,SKU-0055,Home Item 0055,Home,WH016,Mekong Warehouse 016,Mekong,527,8,2010.76,59,1,2026-05-24T00:00:00+07:00
INV-003806,SKU-0056,Grocery Item 0056,Grocery,WH016,Mekong Warehouse 016,Mekong,655,72,1779.35,108,1,2026-05-24T00:00:00+07:00
INV-003807,SKU-0057,Fashion Item 0057,Fashion,WH016,Mekong Warehouse 016,Mekong,556,43,884.01,68,1,2026-05-24T00:00:00+07:00
INV-003808,SKU-0058,Industrial Item 0058,Industrial,WH016,Mekong Warehouse 016,Mekong,680,80,1440.90,53,1,2026-05-24T00:00:00+07:00
INV-003809,SKU-0059,Electronics Item 0059,Electronics,WH016,Mekong Warehouse 016,Mekong,748,64,1346.90,96,1,2026-05-24T00:00:00+07:00
INV-003810,SKU-0060,Home Item 0060,Home,WH016,Mekong Warehouse 016,Mekong,777,16,2358.84,116,1,2026-05-24T00:00:00+07:00
INV-003811,SKU-0061,Grocery Item 0061,Grocery,WH016,Mekong Warehouse 016,Mekong,331,47,706.91,65,1,2026-05-24T00:00:00+07:00
INV-003812,SKU-0062,Fashion Item 0062,Fashion,WH016,Mekong Warehouse 016,Mekong,279,45,1859.73,86,1,2026-05-24T00:00:00+07:00
INV-003813,SKU-0063,Industrial Item 0063,Industrial,WH016,Mekong Warehouse 016,Mekong,680,63,745.24,92,1,2026-05-24T00:00:00+07:00
INV-003814,SKU-0064,Electronics Item 0064,Electronics,WH016,Mekong Warehouse 016,Mekong,753,80,229.42,54,1,2026-05-24T00:00:00+07:00
INV-003815,SKU-0065,Home Item 0065,Home,WH016,Mekong Warehouse 016,Mekong,452,59,960.70,87,1,2026-05-24T00:00:00+07:00
INV-003816,SKU-0066,Grocery Item 0066,Grocery,WH016,Mekong Warehouse 016,Mekong,283,54,1713.92,109,1,2026-05-24T00:00:00+07:00
INV-003817,SKU-0067,Fashion Item 0067,Fashion,WH016,Mekong Warehouse 016,Mekong,444,47,583.45,91,1,2026-05-24T00:00:00+07:00
INV-003818,SKU-0068,Industrial Item 0068,Industrial,WH016,Mekong Warehouse 016,Mekong,142,34,2487.09,26,1,2026-05-24T00:00:00+07:00
INV-003819,SKU-0069,Electronics Item 0069,Electronics,WH016,Mekong Warehouse 016,Mekong,420,24,745.67,57,1,2026-05-24T00:00:00+07:00
INV-003820,SKU-0070,Home Item 0070,Home,WH016,Mekong Warehouse 016,Mekong,279,48,1797.68,115,1,2026-05-24T00:00:00+07:00
INV-003821,SKU-0071,Grocery Item 0071,Grocery,WH016,Mekong Warehouse 016,Mekong,340,8,272.99,77,1,2026-05-24T00:00:00+07:00
INV-003822,SKU-0072,Fashion Item 0072,Fashion,WH016,Mekong Warehouse 016,Mekong,771,61,1580.49,76,1,2026-05-24T00:00:00+07:00
INV-003823,SKU-0073,Industrial Item 0073,Industrial,WH016,Mekong Warehouse 016,Mekong,181,36,71.99,73,1,2026-05-24T00:00:00+07:00
INV-003824,SKU-0074,Electronics Item 0074,Electronics,WH016,Mekong Warehouse 016,Mekong,342,64,671.52,41,1,2026-05-24T00:00:00+07:00
INV-003825,SKU-0075,Home Item 0075,Home,WH016,Mekong Warehouse 016,Mekong,361,67,1823.29,25,1,2026-05-24T00:00:00+07:00
INV-003826,SKU-0076,Grocery Item 0076,Grocery,WH016,Mekong Warehouse 016,Mekong,173,31,976.25,49,1,2026-05-24T00:00:00+07:00
INV-003827,SKU-0077,Fashion Item 0077,Fashion,WH016,Mekong Warehouse 016,Mekong,320,32,1176.13,70,1,2026-05-24T00:00:00+07:00
INV-003828,SKU-0078,Industrial Item 0078,Industrial,WH016,Mekong Warehouse 016,Mekong,493,40,1018.36,47,1,2026-05-24T00:00:00+07:00
INV-003829,SKU-0079,Electronics Item 0079,Electronics,WH016,Mekong Warehouse 016,Mekong,226,40,1145.47,104,1,2026-05-24T00:00:00+07:00
INV-003830,SKU-0080,Home Item 0080,Home,WH016,Mekong Warehouse 016,Mekong,160,7,1718.92,89,1,2026-05-24T00:00:00+07:00
INV-003831,SKU-0081,Grocery Item 0081,Grocery,WH016,Mekong Warehouse 016,Mekong,385,13,227.33,79,1,2026-05-24T00:00:00+07:00
INV-003832,SKU-0082,Fashion Item 0082,Fashion,WH016,Mekong Warehouse 016,Mekong,437,74,1427.84,88,1,2026-05-24T00:00:00+07:00
INV-003833,SKU-0083,Industrial Item 0083,Industrial,WH016,Mekong Warehouse 016,Mekong,436,24,276.11,82,1,2026-05-24T00:00:00+07:00
INV-003834,SKU-0084,Electronics Item 0084,Electronics,WH016,Mekong Warehouse 016,Mekong,482,46,478.60,47,1,2026-05-24T00:00:00+07:00
INV-003835,SKU-0085,Home Item 0085,Home,WH016,Mekong Warehouse 016,Mekong,307,69,1184.48,62,1,2026-05-24T00:00:00+07:00
INV-003836,SKU-0086,Grocery Item 0086,Grocery,WH016,Mekong Warehouse 016,Mekong,515,47,956.92,108,1,2026-05-24T00:00:00+07:00
INV-003837,SKU-0087,Fashion Item 0087,Fashion,WH016,Mekong Warehouse 016,Mekong,555,43,519.41,41,1,2026-05-24T00:00:00+07:00
INV-003838,SKU-0088,Industrial Item 0088,Industrial,WH016,Mekong Warehouse 016,Mekong,465,71,1837.65,29,1,2026-05-24T00:00:00+07:00
INV-003839,SKU-0089,Electronics Item 0089,Electronics,WH016,Mekong Warehouse 016,Mekong,345,11,687.22,63,1,2026-05-24T00:00:00+07:00
INV-003840,SKU-0090,Home Item 0090,Home,WH016,Mekong Warehouse 016,Mekong,756,45,1228.35,83,1,2026-05-24T00:00:00+07:00
INV-003841,SKU-0091,Grocery Item 0091,Grocery,WH016,Mekong Warehouse 016,Mekong,571,37,513.55,30,1,2026-05-24T00:00:00+07:00
INV-003842,SKU-0092,Fashion Item 0092,Fashion,WH016,Mekong Warehouse 016,Mekong,262,63,2297.47,65,1,2026-05-24T00:00:00+07:00
INV-003843,SKU-0093,Industrial Item 0093,Industrial,WH016,Mekong Warehouse 016,Mekong,258,21,238.62,73,1,2026-05-24T00:00:00+07:00
INV-003844,SKU-0094,Electronics Item 0094,Electronics,WH016,Mekong Warehouse 016,Mekong,739,61,1735.64,47,1,2026-05-24T00:00:00+07:00
INV-003845,SKU-0095,Home Item 0095,Home,WH016,Mekong Warehouse 016,Mekong,633,64,251.80,26,1,2026-05-24T00:00:00+07:00
INV-003846,SKU-0096,Grocery Item 0096,Grocery,WH016,Mekong Warehouse 016,Mekong,476,35,182.47,98,1,2026-05-24T00:00:00+07:00
INV-003847,SKU-0097,Fashion Item 0097,Fashion,WH016,Mekong Warehouse 016,Mekong,733,17,586.00,88,1,2026-05-24T00:00:00+07:00
INV-003848,SKU-0098,Industrial Item 0098,Industrial,WH016,Mekong Warehouse 016,Mekong,625,17,29.07,44,1,2026-05-24T00:00:00+07:00
INV-003849,SKU-0099,Electronics Item 0099,Electronics,WH016,Mekong Warehouse 016,Mekong,298,32,356.99,96,1,2026-05-24T00:00:00+07:00
INV-003850,SKU-0100,Home Item 0100,Home,WH016,Mekong Warehouse 016,Mekong,757,12,1368.45,120,1,2026-05-24T00:00:00+07:00
INV-003851,SKU-0101,Grocery Item 0101,Grocery,WH016,Mekong Warehouse 016,Mekong,411,5,198.66,57,1,2026-05-24T00:00:00+07:00
INV-003852,SKU-0102,Fashion Item 0102,Fashion,WH016,Mekong Warehouse 016,Mekong,272,6,1552.80,111,1,2026-05-24T00:00:00+07:00
INV-003853,SKU-0103,Industrial Item 0103,Industrial,WH016,Mekong Warehouse 016,Mekong,646,72,2169.25,120,1,2026-05-24T00:00:00+07:00
INV-003854,SKU-0104,Electronics Item 0104,Electronics,WH016,Mekong Warehouse 016,Mekong,613,14,1226.82,30,1,2026-05-24T00:00:00+07:00
INV-003855,SKU-0105,Home Item 0105,Home,WH016,Mekong Warehouse 016,Mekong,420,60,1645.21,61,1,2026-05-24T00:00:00+07:00
INV-003856,SKU-0106,Grocery Item 0106,Grocery,WH016,Mekong Warehouse 016,Mekong,439,22,117.15,43,1,2026-05-24T00:00:00+07:00
INV-003857,SKU-0107,Fashion Item 0107,Fashion,WH016,Mekong Warehouse 016,Mekong,378,51,1182.90,100,1,2026-05-24T00:00:00+07:00
INV-003858,SKU-0108,Industrial Item 0108,Industrial,WH016,Mekong Warehouse 016,Mekong,532,73,1166.54,39,1,2026-05-24T00:00:00+07:00
INV-003859,SKU-0109,Electronics Item 0109,Electronics,WH016,Mekong Warehouse 016,Mekong,606,5,146.52,29,1,2026-05-24T00:00:00+07:00
INV-003860,SKU-0110,Home Item 0110,Home,WH016,Mekong Warehouse 016,Mekong,689,56,404.04,76,1,2026-05-24T00:00:00+07:00
INV-003861,SKU-0111,Grocery Item 0111,Grocery,WH016,Mekong Warehouse 016,Mekong,559,45,2029.27,53,1,2026-05-24T00:00:00+07:00
INV-003862,SKU-0112,Fashion Item 0112,Fashion,WH016,Mekong Warehouse 016,Mekong,685,48,2389.34,94,1,2026-05-24T00:00:00+07:00
INV-003863,SKU-0113,Industrial Item 0113,Industrial,WH016,Mekong Warehouse 016,Mekong,348,34,853.70,62,1,2026-05-24T00:00:00+07:00
INV-003864,SKU-0114,Electronics Item 0114,Electronics,WH016,Mekong Warehouse 016,Mekong,358,11,277.35,69,1,2026-05-24T00:00:00+07:00
INV-003865,SKU-0115,Home Item 0115,Home,WH016,Mekong Warehouse 016,Mekong,702,80,2325.85,72,1,2026-05-24T00:00:00+07:00
INV-003866,SKU-0116,Grocery Item 0116,Grocery,WH016,Mekong Warehouse 016,Mekong,756,59,206.07,82,1,2026-05-24T00:00:00+07:00
INV-003867,SKU-0117,Fashion Item 0117,Fashion,WH016,Mekong Warehouse 016,Mekong,250,38,1873.87,46,1,2026-05-24T00:00:00+07:00
INV-003868,SKU-0118,Industrial Item 0118,Industrial,WH016,Mekong Warehouse 016,Mekong,294,56,1335.96,28,1,2026-05-24T00:00:00+07:00
INV-003869,SKU-0119,Electronics Item 0119,Electronics,WH016,Mekong Warehouse 016,Mekong,668,14,1283.81,115,1,2026-05-24T00:00:00+07:00
INV-003870,SKU-0120,Home Item 0120,Home,WH016,Mekong Warehouse 016,Mekong,597,3,2166.23,110,1,2026-05-24T00:00:00+07:00
INV-003871,SKU-0121,Grocery Item 0121,Grocery,WH016,Mekong Warehouse 016,Mekong,594,60,1045.75,66,1,2026-05-24T00:00:00+07:00
INV-003872,SKU-0122,Fashion Item 0122,Fashion,WH016,Mekong Warehouse 016,Mekong,601,13,58.29,43,1,2026-05-24T00:00:00+07:00
INV-003873,SKU-0123,Industrial Item 0123,Industrial,WH016,Mekong Warehouse 016,Mekong,594,24,605.86,92,1,2026-05-24T00:00:00+07:00
INV-003874,SKU-0124,Electronics Item 0124,Electronics,WH016,Mekong Warehouse 016,Mekong,678,70,1474.57,53,1,2026-05-24T00:00:00+07:00
INV-003875,SKU-0125,Home Item 0125,Home,WH016,Mekong Warehouse 016,Mekong,696,69,44.60,61,1,2026-05-24T00:00:00+07:00
INV-003876,SKU-0126,Grocery Item 0126,Grocery,WH016,Mekong Warehouse 016,Mekong,426,80,471.50,45,1,2026-05-24T00:00:00+07:00
INV-003877,SKU-0127,Fashion Item 0127,Fashion,WH016,Mekong Warehouse 016,Mekong,151,12,2133.35,33,1,2026-05-24T00:00:00+07:00
INV-003878,SKU-0128,Industrial Item 0128,Industrial,WH016,Mekong Warehouse 016,Mekong,583,69,516.83,82,1,2026-05-24T00:00:00+07:00
INV-003879,SKU-0129,Electronics Item 0129,Electronics,WH016,Mekong Warehouse 016,Mekong,232,31,386.54,44,1,2026-05-24T00:00:00+07:00
INV-003880,SKU-0130,Home Item 0130,Home,WH016,Mekong Warehouse 016,Mekong,796,43,1513.69,80,1,2026-05-24T00:00:00+07:00
INV-003881,SKU-0131,Grocery Item 0131,Grocery,WH016,Mekong Warehouse 016,Mekong,183,3,1770.35,115,1,2026-05-24T00:00:00+07:00
INV-003882,SKU-0132,Fashion Item 0132,Fashion,WH016,Mekong Warehouse 016,Mekong,395,74,2425.11,119,1,2026-05-24T00:00:00+07:00
INV-003883,SKU-0133,Industrial Item 0133,Industrial,WH016,Mekong Warehouse 016,Mekong,113,8,186.86,93,1,2026-05-24T00:00:00+07:00
INV-003884,SKU-0134,Electronics Item 0134,Electronics,WH016,Mekong Warehouse 016,Mekong,218,5,752.59,72,1,2026-05-24T00:00:00+07:00
INV-003885,SKU-0135,Home Item 0135,Home,WH016,Mekong Warehouse 016,Mekong,427,58,1210.28,81,1,2026-05-24T00:00:00+07:00
INV-003886,SKU-0136,Grocery Item 0136,Grocery,WH016,Mekong Warehouse 016,Mekong,363,54,2063.68,101,1,2026-05-24T00:00:00+07:00
INV-003887,SKU-0137,Fashion Item 0137,Fashion,WH016,Mekong Warehouse 016,Mekong,320,37,381.83,45,1,2026-05-24T00:00:00+07:00
INV-003888,SKU-0138,Industrial Item 0138,Industrial,WH016,Mekong Warehouse 016,Mekong,321,56,2432.70,57,1,2026-05-24T00:00:00+07:00
INV-003889,SKU-0139,Electronics Item 0139,Electronics,WH016,Mekong Warehouse 016,Mekong,748,18,2440.29,86,1,2026-05-24T00:00:00+07:00
INV-003890,SKU-0140,Home Item 0140,Home,WH016,Mekong Warehouse 016,Mekong,114,21,724.65,63,1,2026-05-24T00:00:00+07:00
INV-003891,SKU-0141,Grocery Item 0141,Grocery,WH016,Mekong Warehouse 016,Mekong,113,15,2455.09,41,1,2026-05-24T00:00:00+07:00
INV-003892,SKU-0142,Fashion Item 0142,Fashion,WH016,Mekong Warehouse 016,Mekong,780,27,1496.38,113,1,2026-05-24T00:00:00+07:00
INV-003893,SKU-0143,Industrial Item 0143,Industrial,WH016,Mekong Warehouse 016,Mekong,195,25,1814.01,83,1,2026-05-24T00:00:00+07:00
INV-003894,SKU-0144,Electronics Item 0144,Electronics,WH016,Mekong Warehouse 016,Mekong,512,9,2225.86,39,1,2026-05-24T00:00:00+07:00
INV-003895,SKU-0145,Home Item 0145,Home,WH016,Mekong Warehouse 016,Mekong,268,10,1294.86,97,1,2026-05-24T00:00:00+07:00
INV-003896,SKU-0146,Grocery Item 0146,Grocery,WH016,Mekong Warehouse 016,Mekong,95,16,2467.15,115,1,2026-05-24T00:00:00+07:00
INV-003897,SKU-0147,Fashion Item 0147,Fashion,WH016,Mekong Warehouse 016,Mekong,121,24,1333.16,44,1,2026-05-24T00:00:00+07:00
INV-003898,SKU-0148,Industrial Item 0148,Industrial,WH016,Mekong Warehouse 016,Mekong,588,72,1527.26,28,1,2026-05-24T00:00:00+07:00
INV-003899,SKU-0149,Electronics Item 0149,Electronics,WH016,Mekong Warehouse 016,Mekong,659,15,1870.55,106,1,2026-05-24T00:00:00+07:00
INV-003900,SKU-0150,Home Item 0150,Home,WH016,Mekong Warehouse 016,Mekong,651,61,915.65,53,1,2026-05-24T00:00:00+07:00
INV-003901,SKU-0151,Grocery Item 0151,Grocery,WH016,Mekong Warehouse 016,Mekong,421,48,1107.22,103,1,2026-05-24T00:00:00+07:00
INV-003902,SKU-0152,Fashion Item 0152,Fashion,WH016,Mekong Warehouse 016,Mekong,338,47,2013.39,77,1,2026-05-24T00:00:00+07:00
INV-003903,SKU-0153,Industrial Item 0153,Industrial,WH016,Mekong Warehouse 016,Mekong,566,58,880.07,120,1,2026-05-24T00:00:00+07:00
INV-003904,SKU-0154,Electronics Item 0154,Electronics,WH016,Mekong Warehouse 016,Mekong,337,33,2001.24,42,1,2026-05-24T00:00:00+07:00
INV-003905,SKU-0155,Home Item 0155,Home,WH016,Mekong Warehouse 016,Mekong,692,43,396.85,83,1,2026-05-24T00:00:00+07:00
INV-003906,SKU-0156,Grocery Item 0156,Grocery,WH016,Mekong Warehouse 016,Mekong,545,28,2054.71,85,1,2026-05-24T00:00:00+07:00
INV-003907,SKU-0157,Fashion Item 0157,Fashion,WH016,Mekong Warehouse 016,Mekong,361,33,2349.62,102,1,2026-05-24T00:00:00+07:00
INV-003908,SKU-0158,Industrial Item 0158,Industrial,WH016,Mekong Warehouse 016,Mekong,204,46,1238.16,76,1,2026-05-24T00:00:00+07:00
INV-003909,SKU-0159,Electronics Item 0159,Electronics,WH016,Mekong Warehouse 016,Mekong,775,48,262.38,76,1,2026-05-24T00:00:00+07:00
INV-003910,SKU-0160,Home Item 0160,Home,WH016,Mekong Warehouse 016,Mekong,432,69,1938.10,73,1,2026-05-24T00:00:00+07:00
INV-003911,SKU-0161,Grocery Item 0161,Grocery,WH016,Mekong Warehouse 016,Mekong,186,22,255.64,103,1,2026-05-24T00:00:00+07:00
INV-003912,SKU-0162,Fashion Item 0162,Fashion,WH016,Mekong Warehouse 016,Mekong,184,13,215.62,46,1,2026-05-24T00:00:00+07:00
INV-003913,SKU-0163,Industrial Item 0163,Industrial,WH016,Mekong Warehouse 016,Mekong,138,32,1120.89,37,1,2026-05-24T00:00:00+07:00
INV-003914,SKU-0164,Electronics Item 0164,Electronics,WH016,Mekong Warehouse 016,Mekong,658,34,1008.57,42,1,2026-05-24T00:00:00+07:00
INV-003915,SKU-0165,Home Item 0165,Home,WH016,Mekong Warehouse 016,Mekong,619,21,451.11,100,1,2026-05-24T00:00:00+07:00
INV-003916,SKU-0166,Grocery Item 0166,Grocery,WH016,Mekong Warehouse 016,Mekong,104,15,1394.38,53,1,2026-05-24T00:00:00+07:00
INV-003917,SKU-0167,Fashion Item 0167,Fashion,WH016,Mekong Warehouse 016,Mekong,112,21,1153.04,67,1,2026-05-24T00:00:00+07:00
INV-003918,SKU-0168,Industrial Item 0168,Industrial,WH016,Mekong Warehouse 016,Mekong,151,24,1880.37,31,1,2026-05-24T00:00:00+07:00
INV-003919,SKU-0169,Electronics Item 0169,Electronics,WH016,Mekong Warehouse 016,Mekong,430,48,1043.35,54,1,2026-05-24T00:00:00+07:00
INV-003920,SKU-0170,Home Item 0170,Home,WH016,Mekong Warehouse 016,Mekong,436,32,1012.28,119,1,2026-05-24T00:00:00+07:00
INV-003921,SKU-0171,Grocery Item 0171,Grocery,WH016,Mekong Warehouse 016,Mekong,88,22,701.19,27,1,2026-05-24T00:00:00+07:00
INV-003922,SKU-0172,Fashion Item 0172,Fashion,WH016,Mekong Warehouse 016,Mekong,142,21,2450.61,114,1,2026-05-24T00:00:00+07:00
INV-003923,SKU-0173,Industrial Item 0173,Industrial,WH016,Mekong Warehouse 016,Mekong,215,12,190.95,31,1,2026-05-24T00:00:00+07:00
INV-003924,SKU-0174,Electronics Item 0174,Electronics,WH016,Mekong Warehouse 016,Mekong,762,56,1426.75,77,1,2026-05-24T00:00:00+07:00
INV-003925,SKU-0175,Home Item 0175,Home,WH016,Mekong Warehouse 016,Mekong,507,41,479.25,38,1,2026-05-24T00:00:00+07:00
INV-003926,SKU-0176,Grocery Item 0176,Grocery,WH016,Mekong Warehouse 016,Mekong,799,62,1443.02,71,1,2026-05-24T00:00:00+07:00
INV-003927,SKU-0177,Fashion Item 0177,Fashion,WH016,Mekong Warehouse 016,Mekong,365,41,1570.87,98,1,2026-05-24T00:00:00+07:00
INV-003928,SKU-0178,Industrial Item 0178,Industrial,WH016,Mekong Warehouse 016,Mekong,292,60,674.15,44,1,2026-05-24T00:00:00+07:00
